Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
MNPR,Common Stock,Monopar Therapeutics Inc,Monopar Therapeutics Inc. a clinical-stage biopharmaceutical company is dedicated to developing proprietary therapies to improve clinical outcomes for cancer patients in the United States. The company is headquartered in Wilmette Illinois.,1645469,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1000 SKOKIE BLVD SUITE 350 WILMETTE IL US,December,2021-09-30,44318900,None,None,None,1.69,None,None,-0.702,0,0,0,-0.268,-0.441,0,0,-0.702,0,0,28.4,-,-,-,2.397,-,-,0.961,11.6,3.02,4.222,5.09,12590600,None,None
MNR,Common Stock,Monmouth Real Estate Investment Corporation,Monmouth Real Estate Investment Corporation founded in 1968 is one of the oldest public equity REITs in the world. ,67625,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,3499 ROUTE 9 N SUITE 3-D JUNIPER BUSINESS PLAZA FREEHOLD NJ US,September,2021-09-30,2062305000,143761000,46.53,7.27,5.54,0.71,0.0344,0.45,1.86,0.428,0.492,0.0271,0.0761,182756000,150388000,0.45,-0.37,0.098,20.31,46.53,36.9,11.28,3.772,19.09,19.92,0.725,21.05,15.5,20.69,19.32,98486000,2021-12-15,2021-11-12
MNRL,Common Stock,Brigham Minerals Inc,Brigham Minerals Inc. owns and operates a portfolio of mineral interests and royalties in the continental United States. The company is headquartered in Austin Texas.,1745797,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,5914 W. COURTYARD DRIVE SUITE 100 AUSTIN TX US,December,2021-09-30,1062805000,100605000,5602.5,None,10.64,1.33,0.0251,0.004,3.122,-0.111,0.445,0.0528,-0.0011,137308000,79132000,0.004,0.426,0.818,26.7,5602.5,16.92,7.74,2.079,7.57,25.74,2.288,25.02,11.89,22.06,19.7,47425500,2021-12-01,2021-11-23
MNRO,Common Stock,Monro Inc,Monro Inc. provides auto underbody repair and tire sales and services in the United States. The company is headquartered in Rochester New York.,876427,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-AUTOMOTIVE REPAIR SERVICES & PARKING,200 HOLLEDER PKWY ROCHESTER NY US,March,2021-09-30,1958436000,182555000,36.0,1.649,23.04,0.94,0.0178,1.622,38.27,0.0431,0.0804,0.0348,0.0731,1279592000,395195000,1.622,0.623,0.205,63,36.0,24.75,1.53,2.501,2.132,15.28,1.098,71.72,52.51,59.57,61.28,33540600,2021-12-21,2021-12-06
MNSB,Common Stock,MainStreet Bancshares Inc,MainStreet Bancshares Inc. is the banking holding company for MainStreet Bank offering a variety of banking products and services to individuals small and medium-sized businesses and professional service organizations primarily in Northern Virginia and the greater Washington District of Columbia area. The company is headquartered in Fairfax Virginia.,1693577,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,10089 FAIRFAX BOULEVARD FAIRFAX VA US,December,2021-09-30,187591000,None,8.23,0,21.28,None,0,3.001,8.36,0.395,0.513,0.0153,0.14,63502000,49818000,3.001,-0.104,0.021,30,8.23,9.6,2.954,1.125,-,-,0.524,26.85,16.65,24.14,23.11,7594800,None,None
MNSBP,Common Stock,MainStreet Bancshares Inc,MainStreet Bancshares Inc. is the banking holding company for MainStreet Bank offering a variety of banking products and services to individuals small and medium-sized businesses and professional service organizations primarily in Northern Virginia and the greater Washington District of Columbia area. The company is headquartered in Fairfax Virginia.,1693577,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,10089 FAIRFAX BOULEVARD FAIRFAX VA US,December,2021-09-30,None,None,8.96,None,21.28,1.88,0.0701,3.001,8.36,0.395,0.513,0.0153,0.14,63502000,49818000,3.001,-0.104,0.021,None,8.96,-,-,-,-,-,0.524,28.8,23.89,26.98,26.97,0,2021-12-30,2021-12-14
MNSO,Common Stock,MINISO Group Holding Limited,MINISO Group Holding Limited an investment holding company is engaged in the retail and wholesale of lifestyle products in China Asia America and Europe. The company is headquartered in Guangzhou China.,1815846,NYSE,USD,China,TRADE & SERVICES,RETAIL-VARIETY STORES,25/F HEYE PLAZA NO.486 KANGWANGZHONG ROADLIWAN DISTRICT GUANGZHOU CHINA,June,2021-09-30,3217116000,679415000,38.18,None,22.38,1.007,0.0155,0.275,33.27,0.0424,0.0674,0.0494,0.172,9653635000,2430686000,0.275,0.25,0.281,18.79,38.18,-,0.333,3.456,0.281,4.176,None,34.8,9.25,12.76,17.59,306392000,2021-09-09,2021-08-30
MNST,Common Stock,Monster Beverage Corporation,Monster Beverage Corporation is an American beverage company that manufactures energy drinks including Monster Energy Relentless and Burn.,865752,NASDAQ,USD,USA,MANUFACTURING,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,1 MONSTER WAY CORONA CA US,December,2021-09-30,49770815000,1842898000,32.89,3.425,11.8,None,0,2.86,10.05,0.288,0.336,0.17,0.281,5312591000,2723880000,2.86,-0.031,0.132,104.66,32.89,29.67,9.37,7.59,8.75,25.22,1.115,99.89,80.92,90.39,92.48,529139000,None,None
MNTK,Common Stock,Montauk Renewables Inc,Montauk Renewables Inc. a renewable energy company is dedicated to the recovery and processing of biogas from landfills and other non-fossil fuel sources. The company is headquartered in Pittsburgh Pennsylvania.,1826600,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,GAS & OTHER SERVICES COMBINED,680 ANDERSEN DRIVE 5TH FLOOR PITTSBURGH PITTSBURGH PA UNITED STATES,December,2021-09-30,1396049000,15786000,None,None,1.235,None,None,-0.054,0.913,-0.0588,-0.0605,-0.019,-0.0457,128692000,38636000,-0.054,0,0.407,11.75,-,63.29,10.85,8.18,11.36,104.7,None,14.93,6.15,10.34,9.66,141015000,None,None
MNTV,Common Stock,Momentive Global Inc,Momentive Global Inc. offers software solutions that help companies turn stakeholder feedback into stocks in the United States and internationally. The company is headquartered in San Mateo California.,1739936,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING DATA PROCESSING ETC.,ONE CURIOSITY WAY SAN MATEO CA US,December,2021-09-30,2960768000,-118195000,None,None,2.432,None,0,-0.688,2.939,-0.234,-0.209,-0.0623,-0.289,427419000,291693000,-0.688,0,0.203,27.33,-,90.91,6.93,8.83,7.45,-,1.28,28.12,16.35,21.33,20.51,148932000,None,None
MNTX,Common Stock,Manitex International Inc,Manitex International Inc. offers designed lifting solutions in the United States Italy Canada France Chile and internationally. The company is headquartered in Bridgeview Illinois.,1302028,NASDAQ,USD,USA,TECHNOLOGY,SPECIAL INDUSTRY MACHINERY NEC,9725 INDUSTRIAL DRIVE BRIDGEVIEW IL US,December,2021-09-30,123599000,7046000,79.49,1.53,3.582,None,0,0.078,10.23,0.0079,0.0129,0.0091,0.0237,203332000,30866000,0.078,0,0.397,9.25,79.49,23.31,0.608,1.952,0.834,16.61,1.019,9.62,4.99,6.54,7.21,19935300,None,None
MO,Common Stock,Altria Group Inc,Altria Group Inc. (previously known as Philip Morris Companies Inc.) is an American corporation and one of the world's largest producers and marketers of tobacco cigarettes and related products. It operates worldwide and is headquartered in unincorporated Henrico County Virginia just outside the city of Richmond.,764180,NYSE,USD,USA,MANUFACTURING,CIGARETTES,6601 WEST BROAD STREET RICHMOND VA US,December,2021-09-30,91426988000,12140000000,33.31,7.73,1.765,3.48,0.0723,1.494,11.39,0.132,0.564,0.172,297.86,21080001000,13488000000,1.494,0.115,-0.026,53.61,33.31,9.51,4.337,27.3,5.12,19.5,0.704,50,37.66,45.51,47.85,1836990000,2022-01-10,2021-12-22
MOD,Common Stock,Modine Manufacturing Company,Modine Manufacturing Company provides heat transfer systems and heat transfer components designed for use in on-highway and off-highway original equipment manufacturer (OEM) vehicular applications. The company is headquartered in Racine Wisconsin.,67347,NYSE,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,1500 DEKOVEN AVE RACINE WI US,March,2021-09-30,548611000,136400000,None,1.12,6.89,None,0,-4.027,38.16,-0.105,0.0401,0.0349,-0.466,1972700000,293400000,-4.027,-0.954,0.038,17.5,-,-,0.278,1.58,0.455,9.34,2.59,18.54,9.26,10.85,13.76,51854000,None,2008-11-19
MODN,Common Stock,Model N Inc,Model N Inc. provides revenue management cloud solutions for the life sciences and high-tech industries. The company is headquartered in San Mateo California.,1118417,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING DATA PROCESSING ETC.,1600 SEAPORT BOULEVARD SUITE 400 REDWOOD CITY CA US,September,2021-09-30,1024161000,477000,None,1.204,3.425,None,0,-0.839,5.46,-0.154,-0.0615,-0.0218,-0.24,193445000,106797000,-0.839,0,0.242,46.71,-,120.48,5.29,8.37,5.25,-,0.935,48.2,25.83,30.49,33.77,36062000,None,None
MODV,Common Stock,ModivCare Inc,ModivCare Inc. a technology-enabled healthcare company offers a suite of integrated supportive care solutions for public and private patients and payers. The company is headquartered in Denver Colorado.,1220754,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,700 CANAL STREET THIRD FLOOR STAMFORD CT US,December,2021-09-30,1842094000,149294000,82.55,1.49,28.82,None,0.0238,1.594,128.88,0.012,0.057,0.0443,0.0547,1819626000,289880000,1.594,0.306,0.538,206.33,82.55,17.89,1.012,4.865,1.571,21.86,0.6,211.94,121,147.28,160.1,13999800,None,None
MOFG,Common Stock,MidWestOne Financial Group Inc,MidWestOne Financial Group Inc. is the banking holding company for MidWestOne Bank offering commercial and retail banking products and services to individuals businesses government units and institutional clients. The company is headquartered in Iowa City Iowa.,1412665,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,102 SOUTH CLINTON ST. IOWA CITY IA US,December,2021-09-30,529441000,None,7.5,2.52,33.71,0.895,0.0267,4.5,13.11,0.344,0.476,0.0128,0.14,209348000,163215000,4.5,0.484,0.194,37.2,7.5,9.71,2.529,0.945,-,-,0.965,34.4,23.17,32.59,30.7,15691800,2021-12-15,2021-11-30
MOGO,Common Stock,Mogo Inc,Mogo Inc. is a fintech company in Canada. The company is headquartered in Vancouver Canada.,1602842,NASDAQ,USD,USA,FINANCE,FINANCE SERVICES,2100-401 WEST GEORGIA STREET VANCOUVER BC CA,December,2021-09-30,222939000,None,None,None,3.839,None,0,-0.097,0.67,-0.182,-0.987,-0.0267,-0.0483,35249000,15985000,-0.097,0,0.607,12.6,-,-,6.32,1.256,5.95,22.04,3.796,12.29,2.88,4.575,6.08,76349000,2019-04-05,None
MOGU,Common Stock,MOGU Inc,MOGU Inc. operates in the online fashion and lifestyle business in the People's Republic of China. The company is headquartered in Hangzhou the People's Republic of China.,1743971,NYSE,USD,China,TRADE & SERVICES,SERVICES-BUSINESS SERVICES NEC,HUANGLONG WANKE CENTER 23/F BUILDING NO. G NO. 77 XUEYUAN ROA XIHU DISTRICT CHINA,March,2021-09-30,36506200,None,None,None,14.44,None,0,-3.117,4.585,-1.37,-1.19,-0.172,-0.41,406883000,299280000,-3.117,0,-0.311,2.79,-,-,0.0897,0.247,0.0108,0.604,0.952,3.5,0.354,0.665,1.196,100017000,None,None
MOH,Common Stock,Molina Healthcare Inc,Molina Healthcare Inc. provides managed care services to low-income individuals and families under the Medicaid and Medicare programs and through the state insurance marketplaces. The company is headquartered in Long Beach California.,1179929,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,200 OCEANGATE SUITE 100 LONG BEACH CA US,December,2021-09-30,16922568000,896000000,28.87,-0.62,43.41,None,0,10.04,425.47,0.0239,0.033,0.0538,0.25,24655999000,2555000000,10.04,-0.206,0.43,335.75,28.87,17.73,0.686,7.03,0.5,12.41,0.725,328.11,199.81,303.39,271.03,58400000,None,None
MOHO,Common Stock,ECMOHO Limited,ECMOHO Limited an investment holding company is an integrated solutions provider in the non-medical health and wellness market. The company is headquartered in Shanghai the People's Republic of China.,1763197,NASDAQ,USD,China,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,3RD FLOOR 1000 TIANYAOQIAO ROAD XUHUI DISTRICT SHANGHAI CHINA,December,2021-09-30,17879200,5612900,None,None,1.802,None,None,-0.404,4.602,-0.0811,-0.0828,-0.0592,-0.181,169991000,58639000,-0.404,0,-0.605,5,-,-,0.105,0.299,0.0072,0.132,0.993,3.23,0.37,0.515,1.055,46439400,None,None
MOLN,Common Stock,Molecular Partners AG American Depositary Shares,Molecular Partners AG is a clinical-stage biopharmaceutical company. The company is headquartered in Schlieren Switzerland.,1745114,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,December,2021-09-30,532973000,None,None,None,3.854,None,None,-2.428,0.314,0,-7.13,-0.233,-0.582,9495000,-46731000,-2.428,0,11.48,50.14,-,-,56.13,3.403,31.91,-,0.891,28.7,9.57,15.86,18.34,32281800,None,None
MOMO,Common Stock,Momo Inc,Momo Inc. provides mobile-based entertainment and social services in the People's Republic of China. The company is headquartered in Beijing the People's Republic of China.,1610601,NASDAQ,USD,China,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,20/F BLOCK B TOWER 2 WANGJING SOHO NO.1 FUTONGDONG STREETCHAOYANG DISTRICT BEIJING CHINA,December,2021-09-30,1894335000,2542870000,6.38,0.737,74.77,None,0.0354,1.441,71.73,0.135,0.151,0.0617,0.136,14696691000,7047407000,1.441,-0.086,-0.002,15.39,6.38,5.97,0.129,0.871,0.0952,0.479,1.537,20.14,8.17,10.95,12.83,196952000,2021-04-30,2021-04-12
MON,Common Stock,Monument Circle Acquisition Corp,Monument Circle Acquisition Corp. ,1828325,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,ONE EMMIS PLAZA 40 MONUMENT CIRCLE SUI 40 MONUMENT CIRCLE SUITE 700 INDIANAPOLIS IN UNITED STATES,December,2021-09-30,304687000,None,None,None,0.16,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,10,9.51,9.77,9.74,25000000,None,None
MONCU,Common Stock,Monument Circle Acquisition Corp,Monument Circle Acquisition Corp. ,1828325,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,ONE EMMIS PLAZA 40 MONUMENT CIRCLE SUI 40 MONUMENT CIRCLE SUITE 700 INDIANAPOLIS IN UNITED STATES,December,2021-09-30,305313000,None,None,None,0.16,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,10.5,9.72,10.02,10.0,0,None,None
MONCW,Common Stock,Monument Circle Acquisition Corporation,Monument Circle Acquisition Corp. ,1828325,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,ONE EMMIS PLAZA 40 MONUMENT CIRCLE SUI 40 MONUMENT CIRCLE SUITE 700 INDIANAPOLIS IN UNITED STATES,December,2021-09-30,305313000,None,None,None,None,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,1.04,0.42,0,0,0,None,None
MOR,Common Stock,MorphoSys AG,MorphoSys AG discovers develops and markets therapeutic antibodies for patients suffering from cancer and autoimmune diseases in the United States. The company is headquartered in Planegg Germany.,1340243,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,SEMMELWEISSTR. 7 PLANEGG DE,December,2021-09-30,1179913000,38694100,None,None,4.373,None,0,-1.282,1.231,-0.922,-1.456,-0.0695,-0.251,162712000,318524000,-1.282,0,0.875,16.98,-,322.58,7.25,1.891,2.602,14.71,0.787,30.75,8.3,10.11,15.43,136564000,None,None
MORF,Common Stock,Morphic Holding Inc,Morphic Holding Inc. a biopharmaceutical company discovers and develops oral small molecule integrin therapies for the treatment of autoimmune cardiovascular metabolic fibrosis and cancer diseases. The company is headquartered in Waltham Massachusetts.,1679363,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,35 GATEHOUSE DRIVE A2 WALTHAM MA US,December,2021-09-30,1766025000,-29052000,None,None,9.49,None,0,-2.674,0.47,0,-5.72,-0.175,-0.383,16139000,-28685000,-2.674,0,-0.879,88.75,-,-,109.43,4.812,77.92,-,1.228,93,29.34,52.01,56.32,36961600,None,None
MORN,Common Stock,Morningstar Inc,Morningstar Inc. offers independent investment research services in North America Europe Australia and Asia. The company is headquartered in Chicago Illinois.,1289419,NASDAQ,USD,USA,FINANCE,INVESTMENT ADVICE,22 WEST WASHINGTON STREET CHICAGO IL US,December,2021-09-30,13324698000,397100000,62.98,0,32.15,1.26,0.0047,4.909,37.64,0.131,0.187,0.0713,0.166,1617500000,833100000,4.909,-0.358,0.201,75,62.98,-,8.24,10.05,8.63,32.51,1.13,349.82,212.52,322.9,272.17,43095500,2022-01-31,2022-01-06
MOS,Common Stock,The Mosaic Company,The Mosaic Company is a Fortune 500 company based in Tampa Florida which mines phosphate and potash and operates through segments such as international distribution and Mosaic Fertilizantes.,1285785,NYSE,USD,USA,LIFE SCIENCES,AGRICULTURAL CHEMICALS,101 EAST KENNEDY BLVD. SUITE 2500 TAMPA FL US,December,2021-09-30,14883073000,2739300000,8.6,0.21,27.48,0.25,0.0112,4.672,28.92,0.163,0.18,0.0619,0.187,10973800000,1064900000,4.672,8.5,0.435,45.93,8.6,5.0,1.356,1.306,1.54,6.24,1.78,43.15,25.42,37.48,34.79,370410000,2022-03-17,2022-03-02
MOTS,Common Stock,Motus GI Holdings Inc,Motus GI Holdings Inc. a medical technology company offers endoscopy solutions that improve clinical outcomes and cost effectiveness associated with colonoscopy in the United States and Israel. The company is headquartered in Fort Lauderdale Florida.,1686850,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1301 EAST BROWARD BOULEVARD 3RD FLOOR FT. LAUDERDALE FL US,December,2021-09-30,22593800,-22530000,None,None,0.286,None,0,-0.551,0.007,0,-53.3,-0.399,-1.294,328000,-398000,-0.551,0,3.273,1.92,-,-,68.88,1.659,25.58,0.0582,2.421,2.74,0.4,0.546,0.832,48277400,None,None
MOTV,Common Stock,Motive Capital Corp,Motive Capital Corp intends to effect a merger exchange of shares acquisition of assets purchase of shares reorganization or similar business combination with one or more companies or entities. The company is headquartered in New York New York.,1827821,NYSE,USD,USA,FINANCE,SECURITY & COMMODITY BROKERS DEALERS EXCHANGES & SERVICES,7 WORLD TRADE CENTER 250 GREENWICH ST. FL 47 NEW YORK NY UNITED STATES,December,2021-09-30,512325000,None,None,None,0.097,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,10.87,9.61,9.92,9.83,41400000,None,None
MOV,Common Stock,Movado Group Inc,Movado Group Inc. designs supplies markets and distributes watches worldwide. The company is headquartered in Paramus New Jersey.,72573,NYSE,USD,USA,LIFE SCIENCES,WATCHES CLOCKS CLOCKWORK OPERATED DEVICES/PARTS,650 FROM ROAD SUITE 375 PARAMUS NJ US,January,2021-10-31,930783000,114069000,10.59,1.16,19.82,0.7,0.0246,3.837,30.3,0.128,0.146,0.0894,0.215,704748000,271234000,3.837,1.111,0.282,48,10.59,-,1.321,2.111,1.183,7.01,1.151,48.37,18.4,39.85,33.51,16377400,2021-12-17,2021-12-02
MOVE,Common Stock,Movano Inc,Movano Inc. a technology company develops a smart wearable continuous glucose monitoring device. The company is headquartered in Pleasanton California.,1734750,NASDAQ,USD,USA,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,6800 KOLL CENTER PARKWAY PLEASANTON CA UNITED STATES,December,2021-09-30,128467000,None,None,None,1.171,None,None,-1.318,0,0,0,-0.414,-1.182,0,0,-1.318,0,0,None,-,-,-,2.579,-,-,None,7.45,2.68,3.436,4.288,32772100,None,None
MOXC,Common Stock,Moxian Inc,Moxian Inc. operates a social media platform that integrates business and social media on a single platform in China. The company is headquartered in Hong Kong Hong Kong.,1516805,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING DATA PROCESSING ETC.,UNIT 911 TOWER 2 SILVERCORD 30 CANTON ROAD 999077 NY HK,September,2021-06-30,57099000,151900,None,0,0.123,None,0,-0.114,0.041,-2.75,-1.004,-0.214,-1.53,703860,946470,-0.114,-0.823,1.62,None,-,-,81.12,59.5,196.4,537.05,3.102,31.38,1.46,4.613,9.37,19554600,2019-04-22,None
MP,Common Stock,MP Materials Corp,MP Materials Corp. The company is headquartered in Las Vegas Nevada.,1801368,NYSE,USD,USA,ENERGY & TRANSPORTATION,METAL MINING,1345 AVENUE OF THE AMERICAS NEW YORK NY US,December,2021-09-30,8096961000,156176000,68.66,None,5.37,None,None,0.663,1.747,0.401,0.48,0.0822,0.233,275021000,68106000,0.663,0.116,1.432,46.79,68.66,62.11,29.44,8.81,28.84,56.07,None,53.03,23.18,42.59,35.4,177877000,None,None
